index,wardcode,ward,Local_Authority_D,pop_density_sqrkilometer,Pborn_Europe,total_population,Ptotal_populationF,Ptotal_populationM,PEconomicallyInactive,Pwhite,Pother_ethnic,Phousehold_notdeprived,Phousehold_deprived1D,PhouseOwned,PhouseSocialRented,PhousePrivateRented,P0to15_age,P16to49_age,P50over_age,Pborn_outsideEurope,Pinemployment,Punemployment,Phousehold_D2ormore,Presi_0toL1quali,Presi_L2toApprequali,Presi_L3toL4quali,PL1toL9_NS,PL10toL11_7_NS,PL12to13NS,PL14to15NS,air_score_ward,GP_unique_name_count,PH_unique_name_count,Uni_score_ward,PriS_unique_name_count,small_communities,rural_communites,majorityL3L4q,majorityP16to49_age,dnone50,GP_above1,VeryGoodhealth,PH_above1,point,ball
563,E05009060,Elvet and Gilesgate,County Durham,2833.7,85.19999999999999,9548,50.2,49.8,77.1,80.3,19.6,48.2,36.9,29.3,16.1,54.7,2.8,83.0,14.2,14.8,19.2,3.5999999999999996,14.9,7.0,7.1,85.9,14.8,3.7,5.699999999999999,75.9,0,3.0,2.0,2,1.0,0,0,1,1,0,1,1,1,132,3
608,E05009070,Neville's Cross,County Durham,2089.0,87.1,13625,50.7,49.3,63.3,83.4,16.6,64.6,29.3,71.5,2.2,26.3,11.0,68.1,20.9,12.8,33.199999999999996,3.5999999999999996,6.0,5.1,7.8,87.1,32.5,5.0,3.9,58.5,0,5.0,0.0,1,2.0,0,0,1,1,1,1,1,0,142,3
1071,E05011453,Monument,Newcastle upon Tyne,4692.2,72.1,13619,46.8,53.2,53.2,65.0,35.0,52.4,32.4,18.0,30.1,52.0,4.3,84.30000000000001,11.500000000000002,27.9,38.7,8.1,15.2,11.6,9.4,78.9,22.8,5.8,8.3,63.0,1,12.0,3.0,2,2.0,0,0,1,1,1,1,1,1,248,3
1074,E05011454,North Jesmond,Newcastle upon Tyne,7932.5,93.9,10578,51.1,48.9,58.8,89.4,10.7,59.6,30.6,37.5,5.5,57.0,4.9,78.3,16.8,6.2,35.9,5.4,9.8,4.1,4.8,91.2,27.4,4.7,4.1,63.8,1,1.0,2.0,1,0.0,0,0,1,1,1,1,1,1,249,3
1076,E05011455,Ouseburn (Newcastle upon Tyne),,11768.4,86.3,12644,50.3,49.7,51.6,79.8,20.1,48.4,31.1,25.3,37.4,37.3,5.4,81.8,12.7,13.8,38.7,9.7,20.4,10.2,8.2,81.5,18.8,6.2,9.8,65.3,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,250,3
1082,E05011457,South Jesmond,Newcastle upon Tyne,6542.8,92.2,9786,50.4,49.6,49.0,88.5,11.5,57.9,30.6,32.6,12.9,54.5,4.8,76.10000000000001,19.3,7.7,45.5,5.5,11.5,7.3,6.3,86.4,32.7,6.699999999999999,6.8,53.7,1,1.0,0.0,1,2.0,0,0,1,1,1,1,1,0,252,3
2919,E05009596,Castle (Lancaster),,5773.7,84.3,5455,49.2,50.8,53.6,76.4,23.5,49.3,35.2,42.2,12.3,45.5,9.2,66.1,24.7,15.6,42.3,4.1,15.5,12.9,11.3,75.9,30.4,9.4,11.7,48.4,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,666,3
3002,E05009615,University & Scotforth Rural,Lancaster,669.4,84.3,5108,51.0,49.0,78.4,75.9,24.200000000000003,65.7,26.8,83.3,2.5,14.2,2.3,91.9,5.800000000000001,15.7,15.3,6.4,7.5,3.5,7.2,89.3,6.300000000000001,1.2,1.4,91.0,0,0.0,1.0,2,0.0,0,0,1,1,1,0,1,1,685,3
3809,E05011364,Fallowfield,Manchester,7262.9,80.6,14869,51.8,48.2,54.3,56.5,43.6,37.7,34.5,29.9,31.5,38.6,14.6,69.5,15.9,19.5,37.7,8.0,27.7,19.1,10.5,70.5,18.8,7.8,14.2,59.2,1,0.0,3.0,1,2.0,0,0,1,1,0,0,1,1,880,3
4611,E05000889,Central (Liverpool),,7688.7,79.3,21863,50.9,49.1,56.1,71.6,28.299999999999997,53.1,32.2,17.9,15.2,66.9,3.5999999999999996,88.6,7.8,20.6,34.9,9.0,14.7,10.8,8.4,80.9,17.8,6.0,8.2,68.10000000000001,0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,0,1062,3
4636,E05000898,Greenbank,Liverpool,7210.7,92.1,15268,53.1,46.9,52.1,81.3,18.7,48.8,30.6,37.2,19.5,43.2,9.0,68.8,22.200000000000003,7.9,42.4,5.4,20.6,14.5,9.1,76.3,29.0,9.2,11.8,50.1,1,5.0,3.0,1,3.0,0,0,1,1,0,1,1,1,1071,3
5341,E05010323,Hull Road,York,3971.6,89.4,14859,53.2,46.8,61.7,84.2,15.8,45.0,37.0,48.1,19.7,32.2,8.899999999999999,73.9,17.1,10.5,32.6,5.8,18.0,11.8,10.3,77.9,17.0,6.5,11.4,65.0,0,1.0,3.0,2,2.0,0,0,1,1,0,1,1,1,1242,3
6053,E05010860,Broomhill and Sharrow Vale,Sheffield,7088.5,87.5,21863,49.5,50.5,48.6,77.9,22.0,50.0,34.7,35.5,15.4,49.1,9.4,71.3,19.1,12.6,45.7,5.6,15.2,9.2,7.8,83.0,31.8,7.7,9.1,51.4,0,3.0,4.0,2,4.0,0,0,1,1,0,1,1,1,1411,3
6406,E05011397,Headingley & Hyde Park,Leeds,10657.0,88.7,21863,52.6,47.4,53.6,77.6,22.5,46.4,36.9,17.400000000000002,15.2,67.4,5.4,85.80000000000001,8.9,11.3,38.400000000000006,8.0,16.7,7.3,6.6,86.0,17.8,6.3,7.9,67.9,1,12.0,5.0,1,4.0,0,0,1,1,0,1,1,1,1516,3
6641,E05010463,Castle (Leicester),,6295.3,76.8,21863,50.4,49.6,49.9,56.7,43.2,49.1,33.8,22.1,16.1,61.8,6.3,81.0,12.6,23.2,41.3,8.8,17.099999999999998,12.3,11.2,76.5,22.8,7.0,12.4,57.8,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,1582,3
6781,E05012281,Hyson Green & Arboretum,Nottingham,9134.2,76.89999999999999,21863,49.7,50.3,57.3,53.0,47.0,36.8,35.7,24.9,24.9,50.1,14.6,71.5,14.0,23.2,35.2,7.5,27.5,22.5,13.0,64.5,15.8,6.4,17.6,60.2,0,6.0,7.0,2,4.0,0,0,1,1,0,1,1,1,1624,3
6789,E05012283,Lenton & Wollaton East,Nottingham,2623.8,83.6,21827,50.2,49.8,67.0,66.4,33.6,43.6,35.7,29.700000000000003,21.5,48.8,8.1,78.89999999999999,13.000000000000002,16.4,27.2,5.8,20.7,11.3,7.9,80.8,14.4,4.9,9.8,71.0,0,1.0,3.0,2,3.0,0,0,1,1,0,1,1,1,1626,3
6808,E05012286,Radford (Nottingham),,13676.7,79.39999999999999,16650,48.8,51.2,66.2,55.4,44.6,37.9,36.9,13.4,33.3,53.3,8.5,82.5,9.0,20.5,26.0,7.9,25.2,13.1,7.9,79.0,10.0,3.9,11.0,75.1,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,1629,3
7974,E05005432,Loughborough Ashby,Charnwood,6196.8,87.0,7337,42.7,57.3,70.6,76.7,23.2,40.3,32.1,37.900000000000006,32.8,29.3,9.0,78.2,12.8,13.0,23.799999999999997,5.6,27.7,13.8,10.8,75.4,8.8,5.699999999999999,12.9,72.60000000000001,0,0.0,2.0,1,1.0,0,0,1,1,0,0,1,1,1884,3
8017,E05005440,Loughborough Southfields,Charnwood,4486.7,84.89999999999999,7639,46.6,53.4,60.0,74.8,25.2,49.1,34.5,40.2,18.1,41.7,9.2,69.4,21.4,15.099999999999998,35.0,5.0,16.3,12.3,12.3,75.3,24.1,7.699999999999999,11.9,56.4,0,1.0,3.0,1,3.0,0,0,1,1,0,1,1,1,1892,3
8022,E05005441,Loughborough Storer,Charnwood,6489.0,88.8,6622,46.2,53.8,58.0,78.9,21.1,43.3,34.9,37.39999999999999,20.1,42.5,11.0,65.9,23.1,11.2,37.3,4.8,21.9,20.6,14.000000000000002,65.3,18.299999999999997,10.4,19.9,51.5,0,4.0,1.0,1,1.0,0,0,1,1,0,1,1,1,1893,3
8697,E05010786,Boultham,Lincoln,1818.2,92.6,11258,52.0,48.0,53.1,87.4,12.5,49.0,33.6,53.9,15.7,30.4,9.3,69.39999999999999,21.4,7.3,40.2,6.6,17.400000000000002,16.0,15.1,68.9,20.9,10.8,16.5,51.8,0,1.0,2.0,2,1.0,0,0,1,1,0,1,0,1,2059,3
8701,E05010787,Carholme,Lincoln,2334.5,94.2,11227,50.5,49.5,48.3,90.7,9.2,52.3,33.0,44.00000000000001,10.5,45.4,9.5,69.19999999999999,21.299999999999997,5.800000000000001,45.900000000000006,5.8,14.6,12.1,11.7,76.2,29.4,10.0,12.8,47.7,0,3.0,2.0,1,2.0,0,0,1,1,1,1,0,1,2060,3
11123,E05011421,Keele,Newcastle-under-Lyme,335.1,87.0,2886,56.9,43.1,67.9,72.0,28.0,59.1,29.4,73.0,7.9,19.1,4.9,81.7,13.500000000000002,12.9,25.3,6.7,11.6,4.9,6.9,88.1,16.1,3.7,4.3,75.9,0,1.0,1.0,2,1.0,1,0,1,1,1,1,0,1,2578,3
12556,E05011128,Bournbrook & Selly Park,Birmingham,8581.6,84.8,21863,53.3,46.7,64.1,66.5,33.6,43.9,37.7,35.3,10.5,54.2,7.9,78.8,13.3,15.3,29.3,6.5,18.4,11.8,7.6,80.5,17.4,5.0,7.4,70.2,0,5.0,2.0,1,3.0,0,0,1,1,0,1,1,1,2914,3
14014,E05013057,Market,Cambridge,4855.6,77.6,10443,48.2,51.8,62.8,75.0,25.0,60.6,29.8,33.900000000000006,15.6,50.5,6.5,78.1,15.6,22.3,35.2,2.0,9.6,4.8,6.7,88.5,29.7,4.0,4.4,61.9,0,5.0,4.0,0,3.0,0,0,1,1,1,1,1,1,3239,3
14017,E05013058,Newnham (Cambridge),,2343.5,78.0,11374,49.0,51.0,74.4,73.0,27.0,63.7,29.7,55.7,11.5,32.9,5.9,80.50000000000001,13.6,22.0,23.6,2.0,6.5,2.1,3.5999999999999996,94.3,22.0,2.1,1.8,74.2,0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,0,3240,3
18102,E05013653,Bloomsbury,Camden,8975.8,66.8,11095,51.7,48.3,52.3,54.4,45.5,44.1,36.2,24.6,32.9,42.5,6.4,70.2,23.4,33.2,41.7,5.9,19.700000000000003,12.5,9.9,77.6,37.6,6.8,8.1,47.5,0,7.0,4.0,2,0.0,0,0,1,1,0,1,1,1,4175,3
23243,E05010393,Blean Forest,Canterbury,478.0,87.69999999999999,10126,51.7,48.3,61.3,72.7,27.299999999999997,52.9,34.4,76.49999999999999,6.5,16.9,9.7,65.2,24.9,12.3,31.2,7.6,12.7,10.8,11.6,77.6,27.5,7.6,7.800000000000001,57.1,0,1.0,1.0,2,1.0,0,0,1,1,1,1,1,1,5394,3
24334,E05013098,Carfax & Jericho,Oxford,10291.6,75.8,8083,49.6,50.4,71.1,72.9,27.0,56.9,32.1,26.1,17.4,56.6,3.2,87.4,9.3,24.200000000000003,26.700000000000003,2.2,11.0,3.1,3.6,93.2,17.1,2.6,3.2,77.10000000000001,0,4.0,1.0,2,1.0,0,0,1,1,1,1,1,1,5643,3
24377,E05013106,Holywell (Oxford),,3571.6,82.8,6046,49.8,50.2,84.7,75.2,24.700000000000003,56.9,28.4,2.6,31.9,65.5,1.0,96.6,2.4000000000000004,17.1,12.9,2.4,14.6,1.1,2.1,96.9,4.5,0.5,0.7,94.3,0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,0,5651,3
24423,E05013114,St Clement's (Oxford),,5999.0,79.1,5990,50.8,49.2,48.8,74.0,26.0,50.0,34.0,34.900000000000006,20.5,44.6,9.1,69.10000000000001,21.8,20.9,47.7,3.5,16.0,12.4,8.799999999999999,78.8,36.1,7.7,10.7,45.5,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,5659,3
24894,E05007298,Onslow,Guildford,3037.4,78.3,11064,52.6,47.4,61.6,67.8,32.2,57.1,30.7,60.5,11.6,27.9,8.8,74.89999999999999,16.3,21.7,32.3,6.1,12.1,7.5,8.3,84.1,24.1,5.0,5.199999999999999,65.7,0,5.0,2.0,2,2.0,0,0,1,1,1,1,1,1,5778,3
25107,E05012893,Englefield Green East,Runnymede,2920.0,85.5,5502,54.1,45.9,60.1,71.9,28.1,61.0,30.8,65.2,2.4,32.4,8.2,73.6,18.2,14.4,32.7,7.1000000000000005,8.200000000000001,6.0,9.3,84.7,25.700000000000003,5.5,3.2,65.5,0,0.0,0.0,2,1.0,0,0,1,1,1,0,1,0,5830,3
26063,E05012463,Bathwick,Bath and North East Somerset,2664.3,87.5,8069,49.9,50.1,62.0,85.8,14.1,61.7,28.8,58.400000000000006,11.6,30.1,8.0,62.2,29.9,12.5,34.5,3.5,9.4,6.6000000000000005,9.5,83.8,38.0,6.6,6.300000000000001,49.099999999999994,0,2.0,2.0,2,1.0,0,0,1,1,1,1,1,1,6058,3
26134,E05012480,Oldfield Park,Bath and North East Somerset,5131.4,88.5,3866,50.3,49.7,51.8,85.0,15.0,52.1,35.5,49.9,9.8,40.3,9.6,63.1,27.4,11.6,44.2,3.9,12.4,10.3,11.2,78.69999999999999,35.6,8.4,12.2,43.8,0,1.0,1.0,1,1.0,1,0,1,1,1,1,1,1,6075,3
26185,E05012491,Westmoreland,Bath and North East Somerset,10333.7,89.0,7524,51.1,48.9,55.1,85.6,14.3,56.5,31.9,40.1,9.8,50.0,7.300000000000001,75.4,17.200000000000003,11.0,40.1,4.9,11.6,7.699999999999999,9.7,82.6,28.299999999999997,6.8,9.2,55.6,0,0.0,1.0,1,1.0,0,0,1,1,1,0,1,1,6086,3
26233,E05010892,Central (Bristol),,8241.5,75.3,18390,48.3,51.7,49.1,65.7,34.2,52.3,32.2,21.2,20.7,58.0,6.3,84.2,9.6,24.7,44.3,6.6,15.5,8.7,8.5,82.7,30.1,6.699999999999999,8.399999999999999,54.8,0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,0,6096,3
26566,E05012126,Stoke Park & Cheswick,South Gloucestershire,3498.5,83.0,7653,47.9,52.1,51.0,74.7,25.4,59.0,28.7,52.50000000000001,16.8,30.7,11.8,77.8,10.3,17.099999999999998,41.2,7.800000000000001,12.3,7.7,10.9,81.30000000000001,26.9,7.9,7.3,58.0,0,1.0,0.0,2,1.0,0,0,1,1,1,1,1,0,6180,3
26598,E05002081,Drake,Plymouth,12663.9,90.2,11048,49.6,50.4,54.1,85.2,14.900000000000002,42.3,36.0,24.3,12.5,63.1,5.7,79.4,14.8,9.9,38.2,7.6,21.6,12.5,11.8,75.8,18.4,8.2,13.7,59.7,1,0.0,0.0,2,1.0,0,0,1,1,0,0,0,0,6189,3
28049,E05011012,Duryard and St James,Exeter,3331.5,87.9,15145,51.5,48.5,68.6,85.8,14.1,51.6,35.2,43.4,10.1,46.6,4.5,79.2,16.3,12.1,26.5,5.0,13.3,7.5,8.6,83.9,18.3,5.1,7.199999999999999,69.5,0,2.0,1.0,2,2.0,0,0,1,1,1,1,1,1,6544,3
